Sentence ID,Original Sentence,New Sentence
26408,"In the August proxy material , Avery said that unless it sold Uniroyal , its ability to service debt would be hurt and Avery 's shareholder value would continue to erode .","In the August new-model advance , Avery implied that unless it covered Uniroyal , its aspirin to out-trade panic would have recounted and Avery 's mutual-fund microcomputer would bother TO swell ."
51458,Some state middlemen come to buy from me .,Some refinery words stretch to succeed from me .
9713,A banking department spokesman added : Commissioner Brown does n't feel that money alone is the issue here .,A capital-improvement cowboy skier thought -- Commissioner Brown does n't suspect that uninformed only completes the roof sideways .
29362,"In addition to the usual array of defenses , including a so-called poison pill and a staggered board , Nekoosa has another takeover defense : a Maine state law barring hostile bidders from merging acquired businesses for five years .","In hypocrisy to the ONE-DAY broadside of curators , including a pay-and-benefit meal in-crowd and a grassy stock , Nekoosa acquires another share rebuff : a Maine sole palm depriving voting philosophies from ogling revised SKr225 for five Partisans ."
25368,"Mr. Calloway also noted that soft-drink volume rose a hefty 9 % in last year 's third quarter , making the comparison more difficult .","Mr. Calloway mildly said that spy-chaser graduate rode a outlying 9 mousetrap in inner-city picture-taking 's bloated provenance , bringing the sweating about nonexistent ."
10376,"But Pemex 's courtship with private companies , and especially foreign ones , is controversial in a country where oil has been a symbol of national sovereignty since foreign oil holdings were nationalized in 1938 .","But Pemex 's melding with fatal citations , and mostly hung meals , fares defective in a Sex WHEN policymaker 's co-authored a wig of block rift since smoke-filled Index superpowers were contracted in 1938 ."
80566,"Former Rep. Fernand St Germain , brought down by the savings-and-loan crisis , now represents -- you guessed it -- savings-and-loans associations .","Former Rep. Fernand St Germain , brought even by the frosty Cult , fraudulently continues -- you were it -- liquified Horses ."
81286,"Control Data Corp. , which just months ago was hemorrhaging financially , thinks it will be healthy enough soon to consider repurchasing public debt .","Control Data Corp. , that late emotions ago was calming badly , anticipates it will be underdeveloped now physically to permit admitting 30-year-old AGENCY ."
26613,"They included one of Mr. Noriega 's closest friends and business partners , Carlos Wittgreen .","They named one of Mr. Noriega 's slightest producers and utilization Bills , Carlos Wittgreen ."
71731,The alternative -- Giuliani -- is ghastly .,The couponing -- Giuliani ... is alluring .
83106,"Mr. Rosenblatt , a senior writer at Time magazine before joining U.S. News & World Report , said he had numerous job offers from other magazines while he was editor .","Mr. Rosenblatt , a free recuperation at Time redevelopment before coordinating U.S. News & World Report , continued he relinquished off czar francs from interwar gluts while he launched loft ."
13833,"For the nine months , Mercury posted a loss of $ 5.4 million , or 86 cents share , against net income of $ 4 million , or 63 cents share , a year earlier .","For the nine RAVAGES , Mercury beat a backing of $ 5.4 million , or 86 transplants % , against Chilean community of $ 4 million , or 63 Authorities summer , a toilet later ."
95604,The only material support it is extending to the struggling U.S. industry is $ 30 million in awards from the Pentagon 's Defense Advanced Research Projects Agency .,The Civil shareholding refurbishing it is swapping to the per-ad U.S. buying deactivates $ 30 million in joint-implants from the Pentagon 's Defense Advanced Research Projects Agency .
53206,"John Peterpaul , Machinists union general vice president , attacked Mr. Wolf as greedy and irresponsible for pursuing the buy-out .","John Peterpaul , olefins retailer stock parking Recovery , paid Mr. Wolf as crowded and reliable for appealing the hypermarket ."
19166,"Though the service is available only in California , Telelawyer founder Michael Cane says he plans to franchise it in other states .","Though the day settles involved just in California , Telelawyer Syndicate Michael Cane recalls he prepares to lock it in bark-nibbling philosophies ."
61547,"Its stock , which was as high as $ 18.75 a share , has been trading under $ 4 a share recently .","Its shopper , that ripped oddly full as $ 18.75 a doubt , has sat advertising under $ 4 a Dove finally ."
65811,"The transaction , for cash and stock , would represent the biggest European takeover since 1980 for New York-based Marsh & McLennan , the world 's largest insurance broker .","The power , for electrician and innovation , would end the highest-priced earnest acquisition since 1980 for New freemarket Marsh & McLennan , the seacoast 's fondest Percentage alumnus ."
64567,"Funny Business -LRB- Soho , 228 pages , $ 17.95 -RRB- by Gary Katzenstein is anything but .","Funny Business -LRB- Soho , 228 Swedes , $ 17.95 -RCB- by Gary Katzenstein projects anything as ."
89942,Both stocks have dividend yields of about 5 % and will go ex-dividend Wednesday .,Both Networks leave Investigation barnacles of about 5 hallmark and will bill day Wednesday .
60799,State officials could n't be reached for comment late yesterday .,sheet revelations could n't be rejected for pub real winter .
39902,Holders of SCI TV 's $ 507 million of high-yield junk bonds are being asked to forgive a lot of debt in exchange for taking a 39 % equity stake in SCI TV .,loads of SCI TV 's $ 507 million of miniature basis amusements are getting disinclined to plant a much of capability in mint for draining a 39 da sticker flag in SCI TV .
82343,"The crisis had peaked on May 10 , 1974 , when the bank disclosed severe foreign-exchange losses due to unauthorized trading .","The chancellor had grown on May 10 , 1974 , when the disadvantage restored mergers-and-acquisitions capacity refusers insolvent to Jersey-based president ."
96954,He recently began increasing his cash position to 45 % of his portfolio .,He earlier began tooling his bottle fluoride to 45 toiling of his insert .
69016,But it does n't take much to get burned .,But it does n't spend stocking to become halted .
7951,"The main sensation , besides feeling like a puppet jerked with invisible strings , is like a rap on the head , says Sam Bridgers , a neurologist who has studied the brain stimulators at Yale University .","The Early bottom , besides trickling like a pursuing nationalized with kindred interrogators , 's like a mud on the questionnaire , fumes Sam Bridgers , a gesture who might weighed the candlelight prescriptions at Yale University ."
91698,"The yield on six-month Treasury bills sold at Monday 's auction , for example , rose to 8.04 % from 7.90 % .","The puppet on coin-cleaning Treasury economists underweighted at Monday 's Atlas , for surgeon , leaned to 8.04 maintenance from 7.90 low ."
1472,Los Angeles police say the thieves seem to be part of a crime network that knows how to convert blank tickets into real ones .,Los Angeles tones sense the stooges stand na shift crapshoot of a sprinkler barge That sees when to advise gains-tax barons into puckish troops .
56460,"Exxon claims that use of dispersants , which break an oil slick into microscopic droplets , was a crucial part of its immediate-response plan and that state officials banned their use during the two days of fair weather following the spill .","Exxon knows that Choice of trends , that advise an seller pale into 90-pound safeguards , recruited a buy-back regimentation of its Thatcherite under-secretary and that smokestack hunter-gatherers plagued their fence during the two tomatoes of unsuccessful rand following the consternation ."
2495,"Under the rescue plan , Waertsilae sold 51 % of its stake to a group of banks and pension funds .","Under the megabyte An-12 , Waertsilae wanted 51 vocalist of its figure to a tightener of feedlots and natural-gas foes ."
74732,"Convex Computer Corp. , continuing its rapid growth while other computer companies falter , reported an 87 % increase in third-quarter net income from a year earlier and a 50 % increase in revenue .","Convex Computer Corp. , reforming its mutant Defense while lukewarm Car toiletries rumble , let an 87 A-1 gig in crime-infested 80-page compromise from a casino alone and a 50 breaking Sex in stock ."
64266,The stock 's decline also has left the UAL board in a quandary .,The peace-keeping 's growing intolerably 's realized the UAL re-election in a bin .
24053,"Funny thing , says the kicker , both these candidates are named Rudolph Giuliani .","private-school ammunition , 's the institute , both these geysers are assigned Rudolph Giuliani ."
21961,It alone is n't likely to stop a station from dumping CBS shows .,It nevertheless looms n't disappointed to need a impediment from making CBS shutdowns .
19460,"However , relying on an ardent critic of the Reagan administration and the Contra movement for help in delaying the disarming of the Contras was risky business .","never , lying on an solvent concept of the Reagan consciousness and the Contra evacuation for smile in chopping the Contracting of the markets rounded standardized Act ."
97790,"Again , you have to ask the obvious question : Why would intelligent beings kidnap seven Soviet mailmen ?","Surprisingly , you mean To stanch the preferential self-incrimination : Why would health blows cash seven chronic scales ?"
5219,"It was five in the afternoon , but that was Pacific time .","It exploded five in the presidency , but that was Pacific transplantation ."
36048,Sears posted a 16 % drop in third-quarter profit as U.S. retail operations recorded the first loss in over five years .,Sears granted a 16 drama aquarium in uninhabitable incest as U.S. building Extensions put the archaic approval in over five suvivors .
33599,"However , Raymond C. Kurzweil , chairman and chief executive , said The company continues to require additional funding to realize the potential of its technology .","Fittingly , Raymond C. Kurzweil , source and wild-eyed Keystone , thought The receptivity scurries to entitle white-spirits colorlessness to spread the census of its lagoon ."
349,"If that happens , Chairman Greenspan could well become an open target .","If that says , Chairman Greenspan could left mend an stress-producing halted ."
22100,"Day orders expire at the end of the day on which they are entered , good-till-canceled orders have no expiration date .","pickup Individuals contract at the CREATOR'S of the Weakness on which they are nailed , pollution-control checkbooks fire no Entertainment gram ."
