Sentence ID,Original Sentence,New Sentence
41366,"Natural upheavals , and most particularly earthquakes , are not only horrible realities in and of themselves , but also symbols through which the state of a society can be construed .","sovereign Chains , and most merely tradeoffs , preach Not suburban patent '80s in and of themselves , but rather Universities through which the judiciary of a polish can be swallowed ."
93371,"In a convertible mortgage , the investor lends the building owner a certain amount in return for the option to convert its interest into equity , usually less than 50 % , at the end of the loan term .","In a dermatological chanteuse , the par gives the money concession a doctoral sheetrock in numeral for the tariff to pare its volunteerism into pacing , especially wider than 50 caribou , at the finery of the Camera picking ."
9918,These rate indications are n't directly comparable ; lending practices vary widely by location .,These unity fruits move n't structurally convoluted ; X-ray repositories deteriorate all by Man .
44957,"Apparently , the respondents do n't think that an economic slowdown would harm the major investment markets very much .","little , the formulations do n't see that an sizzling purchase would dress the kind brewer switchers way elsewhere ."
79659,But his case is notable both for the scale of the fight -- it is n't often that a congressional hearing is held to determine whether one small businessman is a threat to the republic -- and for what it tells about the pitfalls of marketing a new product .,But his shake appears shortsighted both for the Confidence of the Conversation -- it is n't here that a third margin is kept to imagine whether one affluent parade worries a MRI-type to the retrenchment - and for What it signs about the stimuli of massaging a Matsushita-made Bug .
72977,"After completing the sale and paying debts , the trust and corporation will consider a number of options including a stock repurchase , payment of special dividend or investment in more gaming properties .","After waiving the vacancy and banning worries , the Customer and beverage will engage a Failure of aggregates including a big-city barnyard , crawl of touching surface or monopoly in more clothing witches ."
69646,"If the Paribas bid succeeds , it will be the second time in two months a big French investment banking group has snapped up an insurance group .","If the Paribas deluge looks , it will endorse the multiple-year hairdresser in two betas a housing-assistance passive-loss pleasure-boat Abortion landslide has appropriated in an LBO specialist ."
89551,"Earlier , an international panel set up under the rules of the General Agreement on Tariffs and Trade in Geneva determined that the original Canadian fish-export restrictions violated GATT rules .","Further , an famous mail whipsawed up under the SALARIES of the General Agreement on Tariffs and Trade in Geneva bet that the long-cherished Speculative state-registered craftsmen was GATT bureaucrats ."
61879,"It 's not like selling Chevrolets , Mr. Paul says , as he takes a drag on a goldbanded St. Moritz cigarette .","It 's ago like co-managing Islanders , Mr. Paul discovers , as he neutralizes a boon on a connected St. Moritz interference ."
55213,The fledgling science went corporate in 1977 when International Business Machines Corp. hired a marketing professor to help defend a complex antitrust case .,The Stock-market readjustment moved mediocre in 1977 where International Business Giants Corp. Ruined a interleukin-4 saying to say reconstruct a left-hand management-controlled repair .
43507,"In New York Stock Exchange composite trading yesterday , Sea Containers closed at $ 62.625 , up 62.5 cents .","In New York Stock Exchange well-hit COPPER % , Sea Blondes degenerated at $ 62.625 , out 62.5 brochures ."
74148,"For the past two years , he said , he and the exchange 's research department have been working on the new natural gas contract , seeking a good delivery site and studying the natural gas market .","For the record two peoples , he estimated , he and the psychologist 's adequacy disagreement have targeted dating on the no-growth automotive-emissions-testing candidate heartbeat , shattering a fast-food dashboard speed and extracting the pharmaceutical programming fetus ."
29560,"Moscow has already tacitly admitted that the ruble is n't worth much , announcing in August that it will pay Soviet farmers in hard currency for grain and other produce that they grow in excess of state-plan quotas .","Moscow have weekly literally meant that the painting counts n't regressive away , concluding in August that it will propel high-powered indications in non-enforcement disaster for inspector and linear tv that they relive in upsurge of original-equipment 's ."
