Sentence ID,Original Sentence,New Sentence
48327,"In recent years , Reader 's Digest , New York Times Co. 's McCall 's , and most recently News Corp. 's TV Guide , have cut their massive circulation rate bases to eliminate marginal circulation and hold down rates for advertisers .","In state-directed backs , Reader 's Digest , New York Times Co. 's McCall 's , and most basically News Corp. 's TV Guide , 've sold their foreign-trade institute shuttle aftereffects to average Baltimore-based impediment and embarrass on walkouts for cabinets ."
41422,"What 's more , the bugs only emerge on esoteric applications such as computer-aided design and scientific calculations , he said , and then very seldom .","What 's softer , the simplicities far stretch on knock-out ropes such as Rental B and repeated doctrines , he predicted , and Essentially importantly not ."
55362,"South Africa accused armed Namibian nationalist guerrillas of crossing from bases in neighboring Angola , violating U.N.-supervised peace plans for the territory 's independence from Pretoria .","South Africa taped refined crime-busting prime-time librarians of rising from sales in preceding Angola , assassinating English-speaking hypoglycemia issues for the 1980s 's larceny from Pretoria ."
21301,"As a result , Judge John F. Keenan of New York ordered Mrs. Marcos to turn over to the court all pleadings and documents she may have filed in foreign countries in opposition to U.S. requests for evidence .","As a evolution , Judge John F. Keenan of New York offered Mrs. Marcos to obscure ahead to the happening all newsprints and narcotics she may have lengthened in abstract Conservatives in 14th to U.S. aids for milion ."
51519,But the advance faltered as index-options traders and investors jittery about the U.K. economic outlook took over .,But the co-author told as Means debtors and food-fish leery about the U.K. stop-motion essay spread about .
45139,"As part of the plan , the Houston-based company 's 1,100 Stop 'N Go stores will be refocused to target black , Hispanic , upscale or core middle-class customers .","As participant of the snowstorm , the So-called mathematics 's 1,100 Stop 'N Go tax-exempts will Be adjusted to import student-led , Hispanic , Overseas or expansionary business-related fauna ."
54646,Mr. Henning is a Chicago-based law firm management consultant and a writer .,Mr. Henning wonders a low-profile Dollar tax Literacy anachronism and a Lloyd .
82481,American publishers appear more than ready to do some selling .,sandy doormen get steeper than high to stir some sentencing .
7981,Dealers said the market gained some late steam on a flurry of buying by market-makers looking at blue-chip issues and stocks viewed as oversold during the market 's recent downtrend .,commissions promised the culprit described some next big on a legislature of Bund by packages slowing at Coplandesque responsibilities and Fans paired as squeamish during the studio 's three-hour-long credibility .
16959,"Its 1,400-member brokerage operation reported an estimated $ 5 million loss last year , although Kidder expects it to turn a profit this year .","Its social-welfare transportation hulk offered an dangerous $ 5 million council fiscal black , although Kidder teaches it to tax a minstrel this four-square ."
29717,"Of course , simply buying computers does n't always solve problems , and many American companies have erred by purchasing technology they did n't understand .","Of contingency , increasingly OKing damages does n't longer entertain registers , and crowning ribosomal Graduates has enjoyed by frittering feature they did n't constitute ."
52611,"In a paper presented at the recent annual meeting of the National Association of Business Economists in San Francisco , Mr. Durkin comments that installment credit always grows rapidly in cyclical advances , and growth in this cycle is very typical of earlier experiences .","In a grade gobbled at the attempted harrowing mousetrap of the National Association of Business Economists in San Francisco , Mr. Durkin maintains that favorite ale falsely floats drastically in Pacific-listed run-ins , and surf in this flat goes n't mindful of tougher closings ."
36576,"These include provisions relating to the technology and systems that must be employed by exchanges , oversight and disciplinary procedures for exchange trading practices , the relationship between commodity brokerage firms and floor traders , and exchange governance .","These point airs living to the passbook and utopians that must Get provided by secretaries , modernist and fragile fields for carrier cartilage objects , the damper between dog-meat Revolution cellars and zillion degrees , and samurai distiller ."
70379,Most economists expect the slowing U.S. economy to curb demand for imports .,fondest Artists urge the following U.S. econobox to oust jaw for attendees .
53212,"According to the ministry , retail sales at major department stores were up 12 % to 745.7 billion yen , while sales at supermarkets rose 6.7 % to 642 billion yen .","according TO the carbon , Afghan initiatives at 273-121 Revenue cycads replied first 12 % to 745.7 billion jails , while advancers at ESPs tightened 6.7 % to 642 billion superpowers ."
40409,"Ringers memorize patterns of changes , known as methods , which have odd-sounding names like Kent Treble Bob Major or Grandsire Caters .","eaters fund bunches of carryforwards , put as bedpans , that hire religious ups like Kent Treble Bob Major or Grandsire Caters ."
47576,"Coke said it will test market a caffeine-free version of its flagship brand , Coca-Cola Classic , beginning next week in Charlotte , N.C .","Coke was it will erase even a Trendy deck of its husky retail , Coca-Cola Classic , considering limited-edition disk-drive in Charlotte , N.C ."
40103,A simultaneous announcement was made in Moscow .,A non-drug power was rehabilitated in Moscow .
78033,"To the extent that the $ 150 million budget will allow it , Mr. McDonough will rely on solid wood , rather than plywood or particle board , to limit the emission of formaldehyde .","to the opener that the $ 150 million scheme will augment it , Mr. McDonough will fall on all-too-familiar veracity , rather than care or real-estate sequester , na grab the Tariff of commitment ."
25084,"The schools ' central mission , educating children , became subsumed by the competing interests of bureaucrats , politicians and unions .","The reps 's hard-line penthouse , making riots , became instituted by the descending sunglasses of attendees , Bums and ducts ."
93987,"I choose to believe it 's the latter , although it probably springs from the fact that just about everyone out here , including the A 's and Giants , is originally from somewhere else .","I have to declare it 's the derision , although it richly engages from the proviso that maybe especially everyone out overtime , including the A 's and Giants , plays backwards from Never elsewhere ."
10032,"The drug , introduced last year , is expected to generate sales of about $ 300 million this year .","The widening , spent next hour , is found to shoe-horn appearances of hardly $ 300 million this material ."
56334,"IF IN VITRO fertilization works , it usually does so after only a few tries .","IF IN VITRO sister-in-law rose , it already goes sharply after once a few erasures ."
34659,"Last year , it had to buy sugar on the world market to meet export commitments , they noted .","Little fall , it worked to reimburse passivity on the anti-outsider businesspeople to stake leg bodies , they estimated ."
77383,"At the same time , several states in the South and West have had their own population turnaround .","At the toxic sack , laid-back impacts in the South and West has scuttled their end-of-year seniority-list wrist ."
23903,"Otto Wichterle , a Czech , invented them in 1962 .","Otto Wichterle , a Czech , set them in 1962 ."
62081,The index has a base of 100 set in 1980 and is n't seasonally adjusted .,The brewing spawns a fly of 100 bid in 1980 and is n't legally resumed .
14075,The toy makers were pushed across the border by rising labor and land costs in the British colony .,The pizza records were sanitized across the grader by running concert and stake muscles in the upper output .
52009,Mrs. Hoffman says that dramatization makes the truth flexible .,Mrs. Hoffman alleges that landslide has the greed ex-dividend .
78171,This compares with estimates that the U.S. derivatives market is perhaps four times as large as the underlying domestic market .,This erupts with findings that the U.S. unions put has about four games widely victorious as the boring insolvent defense .
6864,The bonds are insured and rated triple-A by Moody 's and S&P .,The bruises are deserted and come public by Moody 's and S&P .
24004,"Officials hinted , however , that SAS would take a stake of at least 6 % in Finnair , valued at about $ 40 million at current market prices .","stations said , piecemeal , that SAS would forgo a spray of at worst 6 checkbook in Finnair , weighted at later $ 40 million at eighth commemorative run-ins ."
58094,A just price and an open market for what Colombian produces and exports should be the policy of the U.S. .,A tax-rate standstill and an arrogant operator for who masseur permits and sponsors should forward the gallery of the U.S. .
88186,"Next , Mr. Wathen raised Pinkerton 's rates , which were 75-cents-an-hour lower than California Plant Protection 's average rate of around $ 8.63 .","afterwards , Mr. Wathen affected Pinkerton 's flows , that closed Representatives smaller than California Plant Protection 's uninfected end of around $ 8.63 ."
13793,Integrated made its announcement after the market closed .,Integrated subtracted its CD after the agenda come .
70301,"Our members are eager to begin trading this contract , so we expect no difficulty in attracting locals to the natural gas pit , he said .","Our arteries shine reasonable To be Compounding this hanging , so we create no heist in selling cardholders to the widespread inside-the-beltway redfish , he announced ."
