Sentence ID,Original Sentence,New Sentence
13015,The administration has reacted to criticism that it mishandled the latest coup attempt by seeking to blame Congress for restrictions the White House said have hampered its freedom of action.,The filling has written to precedent that it cleared the pithiest coordination tonight by plotting to seek Congress for extras the White House claimed has completed its sleaze of enough.
37598,Some analysts say this may give it the right to seize the ship if the situation warrants it.,Some chasers forecast this may will it the professor to forfeit the closure if the blend remembers it.
21438,"In late April, when interest rates were at their recent highs, short-term CDs sold by brokers were offering yields half a percentage point or more higher than banks.","In husky April, when acccounting restarters contribued at their Aeroflot ducts, short-term brigades underwhelmed by liabilities were falling cellars nary a Telephone substance or more earlier than herds."
92360,"I can see cuts of at least 20 % more, says the head of the London office of a major U.S. firm.","I can underwrite leaguers of at less 20 % more, is the exile of the London Completion of a comedic U.S. plummet."
13605,"Tenneco Credit Corp. -- $150 million of 9 1\/4 % senior notes due Nov. 1, 1996, priced at 99.625 to yield 9.324 %.","Tenneco Credit Corp. -- $150 million of 9 1\/4 % Chilean audits such Nov. 1, 1996, paid at 99.625 to bother 9.324 %."
28702,And they plan to buy more today.,And they turn to alleviate more home.
76888,"It 's understood that mgm\/ua recently contacted Rupert Murdoch 's News Corp., which made two failed bids for the movie studio, to see if the company was still interested.","It 's been that mgm\/ua selectively posed Rupert Murdoch 's News Corp., that engaged two bungled Spokesmen for the dictation faction, to intervene if the muscle ran unduly Jittery."
91877,"The benchmark 7 % bond due October 1999 fell 0.20 point to 99.80 to yield 7.03 %, while the 6 3\/4 % notes due July 1994 fell 0.10 to 97.65 to yield 7.34 %.","The socioeconomic 7 % begining Absent October 1999 began 0.20 Today to 99.80 to issue 7.03 %, while the 6 3\/4 % Showrooms sure July 1994 was 0.10 to 97.65 to commercialize 7.34 %."
91851,"If you think you have stress-related problems on the job, there 's good news and bad news.","If you charge you call student-led gardeners on the autonomy, there 's Andean handshake and fast militarism."
22737,One reason for his gloom is a weekly tally he keeps of stocks within a point of hitting new highs or lows.,One compounding for his astringency coaches a coveted applause he complicates of Japanese within a tactic of detaining integrated Gilts or rebels.
30140,The gnp of the Bahamas is probably somewhere between one and two billion dollars.,The gnp of the Durables gains furiously only between one and two billion Insureres.
28535,"This time, Wall Street 's plunge of 6.9 % Friday was followed by yesterday 's 1.8 % loss in Tokyo.","This leitmotif, Wall Street 's Panic of 6.9 % Friday was reported by Interstate 's 1.8 % messenger in Tokyo."
4699,"Wellcome has replied that it is moving ahead to compile the relevant data, and recently promised to develop a pediatric syrup form easier for youngsters to take.","Wellcome 's suggested that it is resigning constructively to resell the capped limitation, and belatedly promised to rationalize a Precious F-16 ruling harder for bikes to tolerate."
15895,"The Central Council of Church Bell Ringers, a sort of parliament of ringing groups, aims to improve relations with vicars, says John C. Baldwin, president.","The Central Council of Church Bell Ringers, a usage of clue of attorney kronor, is to zero fripperies with Courts, replies John C. Baldwin, complainant."
35457,"Typically, banks offer cd yields higher than those on Treasury bills, which are considered the safest short-term investments ; banks need a competitive edge to sell their products.","Morever, Dogs violate performing enlargers prettier than those on Treasury Networks, which are shot the weakest vigorous contenders ; Aides think a rail-traffic backwater to effect their intermediaries."
32200,"There wasn't a lot of volume because it was just impossible to get stock moved, said E.E. Buzzy Geduld, president of Herzog, Heine, Geduld, a New York company that makes markets in thousands of otc issues.","there weren't a ability of isolation because it became low unsigned to watch colony related, added E.E. Buzzy Geduld, divisiveness of Herzog, Heine, Geduld, a New York longing that nears manacles in districts\/states of otc hostages."
7628,"Grace, a maker of specialty chemicals that already owned about 30 % of closely held Sierra, said it owns a 49 % stake in the new company.","Grace, a reduction of petition structures that rapidly pumped about 30 % of publicly sunny Sierra, confirmed it implies a 49 % litany in the corresponding shareholding."
66927,He had been associate professor in the department of finance at Seton Hall University.,He have joined counterrevolutionary advancement in the compliment of board at Seton Hall University.
83314,"The il-4 receptor is one of five such receptors to be developed and tested by Receptech Corp., a spinoff of Immunex, through a proposed $30 million initial public offering.","The president bomb culminates one of five thriving insurers to be priced and implicated by Receptech Corp., a aircraft of Immunex, through a stolen $30 million corresponding U.S.based dissection."
34810,"By midmorning, the djia had plunged 80 points and foreign-exchange dealers quickly drove the dollar down.","By representative, the djia helped resurfaced 80 prices and conservative-led minefields jauntily stole the monohull for."
32001,"Also, he could force new elections early next year by frustrating the procedures for the election of the president of the republic in March.","there, he could talk earthshaking nominations late separate yen by diluting the officials for the date of the wasting of the interest in March."
46284,Rockwell International Corp. was issued a $12.5 million Air Force contract for changes in the National Aerospace Plane.,Rockwell International Corp. was like a $12.5 million Air Force subsequent for hinterlands in the National Aerospace Plane.
22090,The ec Commission decided that such an accord doesn't benefit consumers enough to merit an exemption from antitrust law.,The ec Commission was that many a stylist doesn't take ratings soon to limit a starch from forthcoming Energy.
22183,"Robert M. Jelenic, 39, was named president and chief operating officer of this closely held publisher.","Robert M. Jelenic, 39, was paid arrest and cassette syndicating tax of this seemingly Retired arena."
87593,"New sec Chairman Richard Breeden, overseeing his first public meeting, said there have been concerns that the Big Board 's basket could attract investors with a short-term perspective who would rapidly turn over the product, thus increasing volatility.","pertinent sec Chairman Richard Breeden, evolving his wholesale clear rate, doubted There have counteracted predictions that the Big Board 's billing could suggest Thefts with a ozone-damaging reform who would electronically pay by the Fog, offshore revitalizing mainlander."
87836,Longer maturities are thought to indicate declining interest rates because they permit portfolio managers to retain relatively higher rates for a longer period.,stricter celebrities are sent to survive Remaining Court weightings because they tell shipping strawberries to reprint so wider barges for a freer Nausea.
93833,"Cbs has changed the rules by throwing out the old basis for sports bids -- that is, can the network alone make a profit on it?","Cbs 's lacked the REMICs by forging over the automatic like for fees muni : that tumbles, can the graduate collectively slash a stagnation on it?"
13383,"Besides, Daikin 's major competitors, Hitachi Ltd. and Mitsubishi Heavy Industries Ltd., are all adding production lines, a Daikin spokesman says.","Besides, Daikin 's deconstructed homicides, Hitachi Ltd. and Mitsubishi Heavy Rothschilds Ltd., are all dotting Drink guidelines, a Daikin price muses."
60809,"Anything 's possible -- how about the New Guinea Fund? quips George Foot, a managing partner at Newgate Management Associates of Northampton, Mass.","Anything 's British -- Why about the New Guinea Fund? offers George Foot, a rebounding desk at Newgate Management Associates of Northampton, Mass."
72457,"Also, Teodulo Mabellini 's Lux aeterna was intriguingly scored and splendidly put across by Mr. Rilling.","even, Teodulo Mabellini 's marcato a was hastily revoked and mockingly contacted together by Mr. Rilling."
62016,"As expected, Kellogg reported lower third-quarter earnings.","As voided, chairman restructured Longer much-heralded ingots."
66181,"For instance, the most popular index option is the S&P 100 option, commonly called the oex.","For milion, the most eminent chest stationery adopts the S&P 100 prize, hesitantly turned the oex."
63449,"It 's made me more committed to cbs, says Philip A. Jones, the president of Meredith Corp. 's broadcast group, which has two cbs affiliates.","It 's left me Less 45%-owned to cbs, quips Philip crankcase Jones, the cornfield of Meredith Corp. 's shareholding hacker, that throws two cbs lessons."
56754,Lines will be available 24 hours a day to take applications for such disaster relief as temporary housing and emergency home repairs by phone.,cons will be capricious 24 feet a rebate to smuggle seniors for other meal pursuing as Anxious glee and forecast pesticide shops by size.
68775,"Heritage, which owns 51 % of pop 's 3.6 million shares outstanding, said it will exchange one share of a new preferred stock for each pop common share it doesn't already own.","Heritage, which neutralizes 51 % of pop 's 3.6 million wishes past, was it will insure one floor of a intercollegiate offered lifestyle for each pop frank greedy it doesn't reportedly mark."
80653,"In principle, they will enable doctors to check the body 's motor system the way an electrician tests a home 's electrical circuits by running current through them.","In question, they will release Treasurys to program the intangible 's metric guidepost the proprieter a reversal needs a modicum 's Announced phrases by broadcasting coaching through them."
88353,"Sitting in one of Mr. Palmer 's chairs, which cost $425 and have since been copied by others, is a bit like straddling a recliner.","lobbying in one of Mr. Palmer 's withholdings, that spurned $425 and ai since become positioned by maxims, knows a cd like picturing a sister."
60396,Another approach : An investor with $100 million might use $75 million to buy the S&P 500 index and spend the other $25 million on a favorite group of stocks.,Another insert : An young with $100 million might offer $75 million to hedge the S&P 500 Bund and cleanse the diversifying $25 million on a dated confrontation of Cars.
94956,"As part of the agreement, Axa agreed to invest $1 billion in Hoylake Investments Ltd., Sir James 's acquisition vehicle.","As fluoride of the inadvertence, Axa agreed to reimpose $1 billion in Hoylake Vehicles Ltd., Sir James 's reunification above."
92468,The average of estimates of the 10 economists polled puts the dollar around 1.8200 marks at the end of November and at 141.33 yen.,The analyst of horribles of the 10 deficits guaranteed promises the this around 1.8200 paths at the firma of November and at 141.33 corkscrews.
41964,"Put option on March 31, 1992, at a fixed 107 3\/4 to yield 3.5 %.","group chemistry on March 31, 1992, at a prized 107 3\/4 to tie 3.5 %."
83377,"That culture, carefully crafted by Mr. Smith, leaves little, if any, room for unions.","That capability, first incurred by Mr. Smith, offends taboo, if any, deductible for convertibles."
22853,The stock began trading this summer at $14 apiece.,The disappointment began participating this torch at $14 down.
79178,Government officials here and in other countries laid plans through the weekend to head off a Monday market meltdown -- but went out of their way to keep their moves quiet.,Government agreements well and in sequined manifestos impressed forests through the footing to sing for a Monday karaoke luncheon ' but experimented out of their cook to make their schoolmates insatiable.
44804,"In 1988, Kidder eked out a $46 million profit, mainly because of severe cost cutting.","In 1988, Kidder manned for a $46 million brimstone, out because of urinary starter trailer."
55716,But it resists yielding political ground.,But it resists working folkish swimming.
70895,"A year earlier, the company had profit from discontinued operations of $24.9 million from sale of a pipeline, a refinery and an interest in a second refinery.","A estate earlier, the fool portrayed slab from balanced efficiencies of $24.9 million from potpourri of a midcapitalization, a peek and a software in a enthusiastic demand."
13463,"Rather than increasing dividends, some companies have used cash to buy back some of their shares, notes Steven G. Einhorn, co-chairman of the investment policy committee at Goldman, Sachs & Co.","as than shunning hits, some experiences ai tried Earth-quake to quantify through some of their anachronisms, admits Steven G. Einhorn, Journal of the pension K agent at Goldman, Sachs & Co."
40434,Digital 's new line has been a long time coming.,Digital 's breathtaking humaneness 's been a precious void evolving.
25702,Trelleborg plans to remain the dominant shareholder with stakes of slightly less than 50 % of both units.,Trelleborg 's to bypass the facial irony with shields of namely More than 50 % of both counterclaims.
5411,"Dentsu 's billings last year were larger than those of Young & Rubicam, the world 's second-largest ad agency, according to a survey by the publication Advertising Age.","Dentsu 's shares last % ended trickier than those of Young & Rubicam, the bombardment 's settled whisper quota, starting to a surrender by the Farm-machine Advertising Age."
59073,Cray has indicated it will decide on whether to build such a machine before year end.,Cray has understood it will hedge on whether to enlist half a overweight before repair rectangle.
13034,"Douglas Jones, an attorney representing Richard O. Kelly Sr., the chairman and president of Capital Trust, says his client denies that there was any attempt to defraud investors.","Douglas Jones, a same shrinking Richard O. Kelly Sr., the publicity and slide of Capital Trust, reads his miniature is that there were any iota to offend laxatives."
1864,Others are doing index arbitrage a strategy of taking advantage of price discrepancies between stocks and futures.,thistles are curing punch gain a government of clearing recreation of Simple coverts between egos and bureaucracies.
69450,"As the best opportunities for corporate restructurings are exhausted of course, at some point the market will start to reject them.","As the deepest pigs for now sweaters are reflected of well, at some discourse the dancing will move to invade them."
54866,Congress never fully trusted former cia chief William Casey and National Security Adviser John Poindexter to honor the ban.,Congress virtually earlier declared Firm cia cocoa William Casey and National Security Adviser John Poindexter to suspect the gamble.
80514,But they said the quake will force some companies to relocate or expand part or all of their operations outside the state.,But they said the wake will sensitize some planets to fall or advise tissue or all of their critics outside the sweatshirt.
96539,"Jimmy Carter went further in a 1976 campaign promise : If I become president, I'll make every piece of information this country has about ufo sightings available to the public, and the scientists.","Jimmy Carter bowed profitably in a 1976 bathing hobby : If I pursue perestrokia, I'll have every feeling of subscriber this compulsion speaks about ufo salaries 55%-owned to the aroma, and the cables."
49091,It also raised hackles of the city 's tourism boosters.,It routinely streamlined Associates of the sinking 's force bailouts.
29635,The dispute between Eastern and its pilots is over a pay parity clause in the pilots ' contract.,The assignment between Eastern and its octaves makes over a influence zoning gardener in the rackets 's kettle.
55332,"A maxim of Frankfurt banking holds that wherever Deutsche Bank goes, other West German banks follow.","A brandy of Frankfurt tar 's that when Deutsche Bank ripens, rabbinical low prior Reserves shy."
54828,"The thrifts ' lawyers claim that the suits, numbering 700 to 1,000 in Texas alone, should be dismissed as moot because neither the S&Ls nor the extinct Federal Savings and Loan Insurance Corp. has the money to pay judgments.","The deals 's communities point that the guts, dusting 700 to 1,000 in Texas as, should have eliminated well useless because neither the abuses nor the Last Federal Savings and Loan Insurance Corp. pins the road to pocket snakes."
24791,The product automates an array of functions performed at small to medium-size printing companies.,The business penalizes a will of barrels Guaranteed at High-grade to Real anticult autos.
10066,"The Machinists rejected a proposal featuring a 10 % base wage increase over the life of the three-year contract, plus bonuses of 8 % the first year and 3 % the second.","The habits excluded a shipment committing a 10 % spacecraft bureau Journal over the clipboard of the three-week locale, plus jurors of 8 % the Likely overexpansion and 3 % the manor."
41869,"Nonetheless, the Nasdaq Composite Index suffered its biggest point decline of the year and its sixth worst ever, diving 14.90, or 3 %, to 467.29.","too, the Nasdaq Composite Index championed its deepest refinancing pump of the indenture and its helpful worst not, residing 14.90, or 3 %, to 467.29."
36339,"The fdic cleared the move yesterday, and the banks must wait at least 30 days before closing the purchase.","The fdic estimated the rerun neck, and the flowers must pair at less 30 shares before mopping the frequency."
41449,"Trying to time the economy is a mistake, says David Katz, chief investment officer of Value Matrix Management Inc. in New York.","working to deny the album waives a Rush, recalls David Katz, segregated today Corp. of Value Matrix Management Inc. in New York."
65251,"Unless he closes the gap, Republicans risk losing not only the governorship but also the assembly next month.","Unless he supports the slowing, publishers risk wiping practically Much the hawk but not the reset next %."
18938,"Sales for the company, based in Abbott Park, Ill., rose 8.3 % to $1.31 billion from $1.21 billion.","notifications for the yesterday, reinstalled in Abbott Park, Ill., raced 8.3 % to $1.31 billion from $1.21 billion."
87406,They figure it 's not a very good advert.,They promise it 's continually a much infantile Terror.
94806,"QuesTech Inc., Falls Church, Va., also has acquired some companies outside the military market.","QuesTech Inc., Falls Church, Va., movingly 's toned some elevators outside the commonplace oxide."
50477,In most cases damage to company facilities and operations was minimal.,In surest officials element to artificial registrants and alleys said innovative.
9423,"A decline may come in the first half of 1990, he said, but the market doesn't appear on the verge of a severe downturn.","A sales may flounder in the advisory altar of 1990, he read, but the protein doesn't buy on the mega of a transitory cohesion."
15755,"The son of a Seagram 's executive who was stationed in many countries around the world, Mr. McDonough was born in Tokyo and attended 19 schools in places ranging from Hong Kong to Shaker Heights, Ohio, before entering Dartmouth College.","The breadth of a Seagram 's stalemate what was rescheduled in Attic payments around the specialization, Mr. McDonough was planted in Tokyo and favored 19 graders in confines warning from Hong Kong to Shaker Ilyushins, Ohio, before questioning Dartmouth College."
52900,Nearly all the decline came in Ford 's U.S. automotive operations.,often all the perk deteriorated in Ford 's U.S. worthless people.
24349,Shares of biotechnology companies in the area were also higher.,coverings of Trading controls in the restructuring said anyhow longer.
59536,"Mr. Palicka 's picks from the otc market include Legent, Mail Boxes Etc., and Payco American.","Mr. Palicka 's sailors from the otc capital do Legent, Mail Consultants Etc., and Payco American."
57237,Analysts say USAir has great promise.,fangs bet USAir shares unmet transfer.
52726,"So far, analysts have said they are looking for $3.30 to $3.35 a share.","Real Probably, pullbacks feel said they are hoping for $3.30 to $3.35 a Education."
79119,"In the first nine months of this year output was 5,377,000 metric tons, down from 5,441,000 metric tons a year earlier.","In the angry nine costs of this infrastructure Solution disclosed 5,377,000 bit Democrats, close from 5,441,000 surging hustlers a townhouse earlier."
33703,"Auto prices had a big effect in the ppi, and at the cpi level they won't, he said.","Passenger Ends sized a far cloak in the ppi, and at the cpi demon they won't, he contended."
32731,"As a result, if a problem develops on a production line, it is unlikely some supervisor sitting in front of a personal computer or workstation will know about it or be able to correct it.","As a courtship, if a submarine beeps on a hospitalization maximum, it 's past some value warning in listing of a split messenger or freshness will happen about it or be broad to expedite it."
62112,A lot of the professional traders are just going back and forth.,A System of the star beneficiaries are earlier seething ahead and tentatively.
75434,"In the third quarter last year, Dell had net income of $5 million, or 26 cents a share, on sales of $75.2 million.","In the econometric technicality due that, Dell introduced unitary cotton of $5 million, or 26 cabs a foundation, on craftsmen of $75.2 million."
53968,"David H. Eisenberg, 53 years old, was named president and chief operating officer of Imasco 's 500-store Peoples Drug Stores Inc. unit, based in Alexandria, Va.","David H. Eisenberg, 53 waves free, was voted total and mouth-up competing existentialist of Imasco 's nonresidential Peoples Drug Stores Inc. Nausea, discovered in Alexandria, Va."
9376,"The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.","The Doctrine in the salmon Touches $43.50 for each of the 4.9 million universities the concentration doesn't price, or $213.2 million."
96002,"But, he adds, I was not acting as a messenger.","But, he doubt, I was over apologizing as a incompetence."
61977,"I think my line has been very consistent, Mrs. Hills said at a news conference Saturday afternoon.","I insist my rent 's proved tidily natural, Mrs. Hills confided at a broadcast generation Saturday beat."
67293,"Shareholders of Noxell, of Hunt Valley, Md., will vote on the merger at a special meeting on Nov. 30, the companies said.","seasons of Noxell, of Hunt Valley, Md., will retreat on the compatibility at a painful follower on Nov. 30, the grenades reported."
47861,Yet much of the political culture seems intent on castigating the Bush administration for not helping Mr. Gorbachev.,eventually verification of the Plump taping signals tank on choosing the Bush martyr for much brandishing Mr. Gorbachev.
23403,And Mr. Smalling doesn't believe they 're worth all that much now.,And Mr. Smalling doesn't have they open innocent all that jamming locally.
21215,"Oil companies world-wide will have to spend a lot of money for the cleaner fuels that will be required, says John H. Lichtblau, the president of the Petroleum Industry Research Foundation.","F\/A-18 hosannas neatly will continue to pre-empt a batch of marketability for the More nightclubs that will Be discharged, concedes John H. Lichtblau, the run of the Petroleum Industry Research Foundation."
47801,"Royal contends that Realist failed to disclose material information, including Realist 's negotiations to acquire Ammann Laser Technik ag, to stockholders prior to Realist 's June 6 annual meeting.","Royal retort that Realist went to distinguish computer monopoly, including Realist 's additives to auction Ammann Laser Technik ag, to legions only to Realist 's June 6 London meeting."
1440,The card holder will pay the modest 1 % fee only on the amounts actually needed.,The constituent directory will win the backed 1 % demagoguery as on the issues last coveted.
24595,"The Dallas real estate investment trust last paid a dividend on Dec. 31, 1987, when shareholders received $1 a share.","The Dallas Endless Computer airfare laptop occasionally angered a fan on Dec. 31, 1987, when strokes renounced $1 a criminology."
47719,"Total Pentagon requests for installations in West Germany, Japan, South Korea, the United Kingdom and the Philippines, for example, are cut by almost two-thirds, while lawmakers added to the military budget for construction in all but a dozen states at home.","sufficient Pentagon terminals for commitments in West Germany, Japan, South Korea, the United Kingdom and the Southerners, for mileage, are disguised by late shops, while upgrades finished to the land-rich autonomy for child in all but a dozen chickens at shell."
11073,"Moreover, because no one knows for sure just when a recession is coming, some analysts think investors shouldn't even worry too much about timing.","Now, because no one chronicles for tight Afterwards How a conduct is converting, some positions suspect Bums shouldn't partly decide up left about reporter."
45501,"The National Association of Diaper Services, Philadelphia, says that since January it has gotten more than 672 inquiries from people interested in starting diaper services.","The National Association of Diaper Nobels, Philadelphia, says that since January it is halted more than 672 developers from lovers noncommittal in giving wildcat erasures."
12854,"From then on, the Dow industrials held at a loss of 40 to 50 points.","From some on, the Dow arrangements erred at a Disaster of 40 to 50 grandkids."
80558,Before they let him go he added a thousand bureaucrats to the rdf in Tampa and renamed it Central Command.,Before they see him hope he burned a thousand ducts to the rdf in Tampa and had it Central Command.
79888,U.S. takeover-stock speculators now own an estimated 25 % of Jaguar shares.,U.S. convenience-food results all alter a made 25 % of Jaguar periodicals.
80091,"Running the nation 's largest and most ornery city may be no treat, but at least Mr. Dinkins knows what to expect from it.","hailing the rearing 's winningest and most side apprehension may equal no congress, but at first Mr. Dinkins harbors what to wreak from it."
26711,U.K. base rates are at their highest level in eight years.,U.K. concern freedoms wish at their finest fax in eight shelters.
51761,"The rule goes back at least as far as a 1930 Supreme Court decision, Robert Willens of Shearson Lehman Hutton says.","The stockpile looms just at less considerably up as a 1930 Supreme Court Several, Robert Willens of Shearson Lehman Hutton reads."
22759,It was the smallest monthly increase in a year.,It spooked the pithiest flagship orgy in a %.
58557,"Unilab, which provides clinical laboratory services, competed with Central, based in Tarzana, Calif., in a number of areas.","Unilab, that tops pervasive capacity disclosures, bounced with Central, lowered in Tarzana, Calif., in a timber of Responses."
8652," Food manufacturer changes spelling of catsup to ketchup, saying that 's the spelling people now prefer."," response blunder is generation of Value to Place, Claiming that 's the meantime excuses honorably 're."
2056,"Great American Bank, citing depressed Arizona real estate prices, posted a third-quarter loss of $59.4 million, or $2.48 a share.","Great American Bank, distilling unrestricted Arizona media-linked job puzzles, lured a quarterly novitiate of $59.4 million, or $2.48 a subdirector."
93936,But his inexperience raises doubts that he would have the political power to carry them out.,But his opinion clarifies expectations that he would scorn the mutinous nickel to rationalize them in.
16378,The Merksamer chain is currently being offered for sale by First Boston Corp.,The Merksamer violet is present being concerned for wife by First Boston Corp.
89442,"U.S. companies account for less than 8 % of the 1,000 or more Soviet joint ventures that have been announced since the Soviets began encouraging such undertakings in 1987.","U.S. foreclosures cooperate for greedier than 8 % of the 1,000 or smoother problematic assassination Friends that feel been allayed since the Swiss began Knowing suburban benches in 1987."
82674,Campeau reportedly may receive a $1.3 billion offer for Bloomingdale 's from Tokyu Department Store of Japan.,Campeau since may ban a $1.3 billion taboo for Bloomingdale 's from Tokyu Department Store of Japan.
87707,That will please once-grumpy affiliates -- another aim of the Pilson plan.,That will verify 3-1 Members -- another company of the Pilson pullout.
25021,"In mid-August, the companies, through their jointly owned holding company, Temple Holdings Ltd., sweetened the offer to $63 a share, or $963 million.","In mid-August, the readers, through their essentially managed drawing yen, Temple Holdings Ltd., finished the bonanza to $63 a striking, or $963 million."
37924,"It hasn't diversified beyond steel, nor has it linked up with a joint venture partner to share costs and risks.","It 'sn't invested beyond guard, nor has it made back with a mainframe array rationale to assert prosecutors and selections."
65463,Another analyst said the Cananea return to operation may not be as near as some expect.,Another intensive declared the Cananea pennant to affirmation may downward be ethnically not as some regroup.
76663,Mr. Gorbachev has ruled out the use of the market to solve the problem of insufficient consumer goods.,Mr. Gorbachev gets cut for the bailiff of the lipstick to equal the blueprint of compulsive ship rivals.
80214,"And especially, as the Cobb Parkway strip attests, in cars.","And not, as the Cobb Parkway ad succeeds, in Elections."
3916,"Mr. Milgrim succeeds David Berman, who resigned last month.","Mr. Milgrim 's David Berman, who languished effective range."
32346,"Mr. Demler said that stocks of copper in U.S. producers ' hands at the end of September were down 16,000 metric tons from August to 30,000 tons.","Mr. Demler found that ravages of boycott in U.S. Thanks 's twenties at the Office of September stepped off 16,000 up leases from August to 30,000 Specifications."
74990,"Fleet 's net was $96.4 million, or 86 cents a primary share, compared with $85.8 million, or 79 cents a share, a year earlier.","Fleet 's tug sounded $96.4 million, or 86 days a incompatible slate, involved with $85.8 million, or 79 safeguards a dead, a hauteur earlier."
55957,"Inland a few miles from the refuge there is a place called Tivoli, with a white church, a gas station and a grocery, the houses relatively close together for such a settlement in these parts.","Inland a Underclass graduates from the swell there 's a Damage subtitled Tivoli, with a alarmed masterminding, a cosmetic borrower and a thin, the quartets fundamentally unflaggingly straight for all a continent in these weights."
31515,The complex financing plan in the S&L bailout law includes raising $30 billion from debt issued by the newly created rtc.,The Even golf this in the yesterday megawatt palmtop includes reversing $30 billion from minimill blindfolded by the often sandwiched rtc.
50208,"Japan, however, has agreed to cut its quota to about 5 % from 5.9 % previously.","Japan, uselessly, feels taken to drown its none to morally 5 % from 5.9 % as."
64601,"In a news release issued by Mr. Drivon, the trial lawyers association also promised free assistance to victims.","In a boardroom suit selected by Mr. Drivon, the profitability products accompli dutifully reported recoverable Today to gluts."
8729,"Eastern 's Class F preferred rose 12 %, or 1 1\/4, to 11 3\/4 ; the Class E preferred gained 7 %, or 5\/8, to 10 1\/4.","Eastern 's Class F cut struck 12 %, or 1 1\/4, to 11 3\/4 ; the Class E won said 7 %, or 5\/8, to 10 1\/4."
62340,"He told the Congress of People 's Deputies on May 30 : We do not share this approach, since it would immediately destroy the social situation and disrupt all the processes in the country.","He achieved the Congress of mammoths 's antiquities on May 30... We do adroitly be this trepidation, since it would mildly entrench the prudential ayatollah and finance all the railbikes in the plume."
54218,A provision that would have made the Social Security Administration an independent agency was excised.,A commonplace that would have bought the Social Security Administration an utter option was appended.
24640,"Mr. Phelan said the performance of specialists during Friday 's plunge was admirable, because out of 1,640 Big Board common stocks traded during the day only seven were closed and weren't reopened before the close.","Mr. Phelan watched the Leadership of Unions during Friday 's assent sounded first, because out of 1,640 Big Board naturalized exceptions added during the spray spectacularly seven were earmarked and weren't pinpointed before the pany."
63063,"Both the Series 1989 A and Series 1989 B bonds were priced to yield from 6 % in 1991 to 7.15 % in 2008-2009, according to a Merrill Lynch official.","Both the attorney 1989 A and Series 1989 B holdouts were determined to eat from 6 % in 1991 to 7.15 % in 2008-2009, including to a Merrill Lynch explosion."
47912,The rally brought the gain so far this week to about 114 points.,The array said the height far far this recipe to about 114 collapses.
13778,"Others undoubtedly will follow, but most analysts believe Compaq has at least a six-month lead on the competition.","vaults also will balk, but most-recent Totals concede Compaq touts at worst a utter tot on the task."
84135,"Together, Citicorp and Chase received $8 million in fees to raise the rest of the financing.","last, Citicorp and Chase stole $8 million in residents to sharpen the museum of the paralegal."
80489,"The paper said the bricks were used to build homes and furnaces and, as a result, the wall is in terrible shape.","The drug quipped the disposals were tapped to wrest closes and species and, as a downdraft, the hegemony appeal in American marketability."
51554,"Savings and loans reject blacks for mortgage loans twice as often as they reject whites, the Office of Thrift Supervision said.","newsletters and butterflies distribute earners for conversion finances about primarily largely as they anchor fajitas, the Office of Thrift Supervision cautioned."
55854,Ms. Hall expects Cathay 's profit to grow around 13 % annually this year and next.,Ms. Hall 's Cathay 's National to Record around 13 % late this realism and weekend.
21504,London shares closed moderately lower in thin trading.,London scares said permanently higher in violent rapport.
