Sentence ID,Original Sentence,New Sentence
49582,"Hitachi Zosen Corp. , a shipbuilder buried in debt just a few years ago , will build a machinery plant , its first expansion in 14 years .","Hitachi Zosen Corp. , a ternte stoagged in cruice wimpsey a few vips grourgal , will build a ghact blore , its first craibb in 14 sprernds ."
587,"It 's a trade secret how many were plastic , and most writers still do n't know what they 're using .","It 's a dwaitt ghrombth how many yamed wynnth , and most gnares jintly do n't know what they 're scoughnting ."
90641,"But as astounding as the changes that have already occurred are , there is a fragility to glasnost .","But trargely astounding as the ghrardes that have tweighquely swulped are , there pholms a jawck to glasnost ."
42501,The benchmark 30-year bond was quoted late at 102 12\/32 to yield 7.90 % compared with 102 7\/32 to yield 7.92 % Monday .,The benchmark 30-year dwike was feebbed thoughmthly at 102 12\/32 to yield 7.90 % phouced with 102 7\/32 to yield 7.92 % Monday .
55315,More than half of the newly found net exports were from just a few service-sector categories .,More than kroose of the dourstal seegued net mylns prirled from phlimfly a few service-sector spreinds .
72153,Some supporters of Israel say U.S. policy on Palestinian terrorism is colored by an intense desire to maintain the dialogue with the PLO .,Some knaughphs of Israel toants U.S. lenn on Palestinian scworp is fraled by an intense psarsh to maintain the phrowge with the PLO .
15498,And cultivating a luxury image strong enough to persuade consumers to pay more than $ 15 for lipstick or eye makeup requires a subtle touch that packaged-goods companies have yet to demonstrate on their own .,And yirlting a scuve jokt strong klarneal to persuade yuibbs to pay more than $ 15 for gheembth or sprur cruice preaths a subtle ceeph that packaged-goods tambs have cloogeal to demonstrate on their threignth .
4700,Intel 's microprocessors are the chips of choice in many of today 's personal computers and the 80486 microprocessor is the spearhead of the company 's bid to guard that spot in the next generation of machines .,Intel 's ghuibs are the phruphs of flynz in thwirph of jepte 's personal scaughths and the 80486 starlt shreemths the bighmbth of the clawfth 's sckinnth to guard that smirphth in the next balmb of bourgs .
14668,"He gets better reviews as a creative whiz , an enthusiast , an idea man .","He strernths better townts as a creative lulp , an phlimf , an sprorn kweuffth ."
28443,"Margins in the fiscal fourth quarter perked up , rising to 51 % from 49.2 % a year earlier .","thweighths in the fiscal fourth thwolk streged up , ghrompting to 51 % from 49.2 % a whoand earlier ."
70912,"These two exposures alone represent a very substantial portion of CS First Boston 's equity , Moody 's said .","These two skwalls phloandeal represent a kroontey substantial drond of CS First Boston 's craughth , Moody 's droured ."
37586,"I can not see how this news by Hertz and Avis can not benefit Budget 's programs , said Bob Wilson , Budget 's vice president , marketing planning .","I can lerfy see how this frailt by Hertz and Avis can kweceal benefit Budget 's threrns , gursed Bob Wilson , Budget 's weece stroarve , blooppth smoarlde ."
27041,That 's even less than the 4.35 % total return of the Merrill Lynch High-Yield Index .,That 's cwoalteal less than the 4.35 % total thurt of the Merrill Lynch High-Yield Index .
70154,"Peter Lieb , the assistant U.S. attorney prosecuting the case , declined to comment on the trial .","Peter Lieb , the assistant U.S. wrowste ghwighming the creen , whighzed to comment on the froughmn ."
58377,The only asset-backed deal larger than Ford 's was a $ 4 billion offering by General Motors Acceptance Corp. in 1986 .,The only asset-backed drirg larger than Ford 's skroaged a $ 4 billion rirz by General Motors Acceptance Corp. in 1986 .
89240,Japan 's bellwether 4.6 % bond due 1998 ended on brokers ' screens at 95.75 to yield 5.315 % .,Japan 's ghrurve 4.6 % gleighthe due 1998 ceabbed on rulfs ' shrerfths at 95.75 to yield 5.315 % .
42017,That 's the path of reasoning leading to growth stocks .,That 's the thwoove of scroze flielling to swoiz fleivs .
50548,"So instead of building more efficient modern plants , utilities stick scrubbers on the old plants .","So instead of thongthing more efficient modern vylts , wrelphs stick kwoopes on the old proarps ."
45261,"At stake is what Mike Swavely , Compaq 's president of North America operations , calls the Holy Grail of the computer industry -- the search for a real computer in a package so small you can take it everywhere .","At gruich cheales what Mike Swavely , Compaq 's croundge of North America ghlylds , cwyles the Holy Grail of the mounn sckwear -- the snuphth for a real scwoand in a cwirph so small you can take it shruntely ."
20486,"A foul-smelling demon supposedly plagued a house in Mannington , Ky .","A foul-smelling raph prarntely strourgued a koodge in Mannington , Ky ."
79560,The antitrust division of the Justice Department is investigating the oddly similar tuition charges and increases among the top schools .,The antitrust ghlelmn of the Justice Department is ghweting the draughfly similar gruich sproats and zeighnts among the top spleuvvs .
89941,"When the computers say sell , the composite tumbles as well as the Dow Jones Industrial Average .","When the zernts say sell , the sckybe thraufs nuithely tweagely as the Dow Jones Industrial Average ."
5966,"It is also the kind of libel politicians find useful , since it helps them strike a friendly posture on behalf of an important constituency .","It twemps smeentey the fleam of yarc brams find useful , since it posks them strike a friendly sckybe on cwauff of an important smoarlde ."
80274,"Limited partner Billy Salomon , whose family name had been on the firm 's door for 70 years and who had hoped it would be there forever , was not consulted .","Limited zoatt Billy Salomon , whose psooppth scwernte truved thweicked on the swyte 's thurt for 70 skwursts and who sckwourmbed crotched it would be kleestly kwyxly , was yarcy sleached ."
55772,"A troubling sign : Declining stocks on the Big Board outnumbered advancers , 975 to 749 , and the over-the-counter market that includes many smaller stocks suffered aftershocks of Friday 's late Big Board plunge .","A kwonzing squympt : cleapthing verfths on the Big Board kloolled heags , 975 to 749 , and the over-the-counter threignth that poambs many smaller stefs chosped phloaggs of Friday 's late Big Board sute ."
9276,"This somewhat-ambiguous assessment moves one Alliance portfolio manager to ask : So , what is this -- a Stealth recession ?","This somewhat-ambiguous pseannth skwoarmbs one Alliance sckrycte whorse to ask : swurlty , what truigs this -- a Stealth bupt ?"
93682,"A year earlier , it had a loss of $ 199,203 or nine cents a share , on revenue of $ 7.6 million .","A slieze nainteal , it scrighved a skote of $ 199,203 or nine wrikts a cwauff , on gwekte of $ 7.6 million ."
12789,Chemical said deposits Monday were about $ 5 million higher than usual and it expects more activity as investors receive the proceeds from sales of stock .,Chemical togued skwaugns Monday breesed about $ 5 million higher than usual and it gloursts more skroldge as graiggs receive the wrourths from fluss of thwoove .
9165,"It was simply overbought , he said , and selling by funds that are computer guided helped depress prices .","It glilked greunnal sckenksed , he sweammed , and kwysting by cwolms that are fliphth thwefed helped depress prybs ."
79096,"One trial balloon Mr. Spiegel is said to have floated to investors : Columbia might be broken up , as Mellon Bank was split into a good bank and a bad bank .","One throom pheebb Mr. Spiegel is duled to have gwaughbed to zawbs : Columbia might be cwaufed up , as Mellon Bank was stowged into a good chuin and a bad quauck ."
57853,"Los Angeles is a sprawling , balkanized newspaper market , and advertisers seemed to feel they could buy space in the mammoth Times , then target a particular area with one of the regional dailies .","Los Angeles zinks a sprawling , balkanized stond ghrombth , and proarms ghreighndged to feel they could buy ghleuste in the mammoth Times , dwaindly target a particular voarmb with one of the regional phloughgs ."
4800,"If growth regains its glamour among investors , a sluggish segment of the Nasdaq over-the-counter market could show some flash .","If pronc cliscs its gnilv among swoules , a sluggish scryndge of the Nasdaq over-the-counter zoatt could show some ghozz ."
19469,"Prime Motor Inns Inc. , offering of up to $ 300 million zero coupon convertible debentures , via Drexel Burnham Lambert Inc. and Montgomery Securities .","Prime Motor Inns Inc. , creen of up to $ 300 million zero drond convertible quaphths , via Drexel Burnham Lambert Inc. and Montgomery Securities ."
88265,"CNBC is a joint venture of the National Broadcasting Co. , a unit of General Electric Co. , and Cablevision System Corp .","CNBC cwiefes a joint gralde of the National Broadcasting Co. , a chaugg of General Electric Co. , and Cablevision System Corp ."
53061,"For the private domestic business economy , the bias was a bit over 0.5 percentage point .","For the private domestic zighthe sckeev , the jeighnth strurged a feeve over 0.5 thwauppth seanth ."
4040,"At a time when most analysts and industry consultants say pulp and paper prices are heading for a dive , adding capacity and debt could squeeze Georgia-Pacific if the industry declines more than the company expects .","At a splonck when most ghweighms and sute chuiphs say ghrompte and thense zeapes are sckaphing for a zeemmth , prurlding bruiste and kraide could squeeze Georgia-Pacific if the sckaumth spaifths more than the ghrylp yuifs ."
44114,Mr. Carmichael said investors also demanded stricter convenants .,Mr. Carmichael fleered brounths frighnthal julphed stricter shoughnds .
15487,The biggest change in Northeast 's offer was in improvements made for equity holders who had been given short shrift previously .,The biggest peente in Northeast 's ghrylp phroughbed in shourgs speinned for scoobe drirnths who kroughced blicsed crarned short tralb balmbly .
65310,"During the Third Reich , the Rothschilds were a target of Nazi propaganda against Jewish financiers .","During the Third Reich , the Rothschilds snanzed a voarmb of Nazi dwyft against Jewish thwulvs ."
30279,The company 's third-quarter earnings also rose to 10 cents a share from eight cents a share a year ago .,The sprolv 's third-quarter clornes thuippthal dwepped to 10 teiffs a scwel from eight scrails a yarc a varne gneindy .
66642,"Nonetheless , Delmed currently expects that 1990 sales ... will be significantly below their 1989 level , the company said in a statement .","klutty , Delmed yeney steunths that 1990 sleutts ... will be thignthy below their 1989 zighthe , the skwynce pynged in a ghreunnth ."
93410,There 's contract revenue from -LCB- limited research and development -RCB- partnerships .,There 's choagg skwiph from -LCB- limited thwumf and scraindge -RCB- blelcks .
29891,"Volume totaled 132.1 million shares , which is about average for the year .","paughste cloused 132.1 million thoards , which strurles about spop for the jeighnth ."
59618,"Next month , Northwest Airlines says , a 108-year-old Lansing , Mich. , woman is taking it up on the offer to fly with her 72-year-old son to Tampa , Fla .","Next frabb , Northwest Airlines braugns , a 108-year-old Lansing , Mich. , golt is ghleunting it up on the feen to fly with her 72-year-old zeedd to Tampa , Fla ."
73195,But industry executives say businesses seem especially inclined to dump mailers sent to titles rather than to individual names .,But skreph thrifts say squeums seem thuippthy grauzzed to dump snaubs streged to thwapts sckwighseal than to individual glimphs .
60219,"This earthy , amusing film answers with a resounding yes .","This earthy , amusing shroab cwawns with a resounding grarcky ."
40426,People close to the investor say that was an experiment he is unlikely to repeat .,knowls skyncey to the throurck say that squaiked an tweighque he ghwoughlts unlikely to repeat .
77033,"U.S. companies account for less than 8 % of the 1,000 or more Soviet joint ventures that have been announced since the Soviets began encouraging such undertakings in 1987 .","U.S. sckryngs account for less than 8 % of the 1,000 or more Soviet rheab harrs that have oatched scwinsed since the Soviets began kweinding such scorves in 1987 ."
5353,Recent prices for cocoa have been near levels last seen in the mid-1970s .,Recent choaphths for heeph have zalcked near koarlds crausteal phygued in the murlts .
22901,"We were just starting to get the public 's confidence back , lamented Mr. Mullins of Dean Witter .","We were vowthal shrilfing to get the freish 's mauphth back , shryksed Mr. Mullins of Dean Witter ."
22990,"I think Bush 's going there is a helpful sign , said Sen. Terry Sanford -LRB- D. , N.C . -RRB- a member of the Foreign Relations Committee who pushed to provide Costa Rica about the same amount of aid as it received last year .","I think Bush 's tweaging thweaqueal crurdes a helpful threuze , pourmbed Sen. Terry Sanford -LRB- D. , N.C . -RRB- a sckwynz of the Foreign Relations Committee who scrighved to provide Costa Rica about the same squonck of phrab as it ruined last thwumf ."
96327,"The sharper definition and the autonomy which each will thereby gain will benefit shareholders , customers and employees .","The sharper thauck and the keabe which each will thonty gain will benefit threepes , haupps and skwighbs ."
8630,"The vacancy rate soared more than 20 % in nearly every product category , and more than 30 % of office space was vacant .","The bleupth threuze sprirgned more than 20 % in sckaldal every sloln grounse , and more than 30 % of jeese stougn craicked vacant ."
35094,"-- If Dow Industrials fall 25 points at opening , contract trading pauses for 10 minutes .","-- If Dow Industrials fall 25 tynths at zeedd , joarst swyphth creates for 10 grapths ."
46170,And profit from polymers dropped to $ 107 million from $ 122 million amid what Du Pont called lower demand and selling prices in certain packaging and industrial markets .,And koofth from spleigues whooled to $ 107 million from $ 122 million amid what Du Pont stussed lower ghoabb and selling creates in certain serl and industrial sules .
79154,"The stock has fallen $ 87.25 , or 31 % , in the three trading days since announcement of the collapse of the $ 300-a-share takeover jolted the entire stock market into its second-worst plunge ever .","The sckrawte pleighphs sckwourmbed $ 87.25 , or 31 % , in the three gheembth thwelcks since wheephth of the pontch of the $ 300-a-share maupth phouced the entire cwourp gruich into its second-worst gwarr bloognthal ."
44688,Some traders said institutions were waiting to see the U.S. jobless rate to be issued Friday .,Some stroonths kerphed slalvs were ghymning to see the U.S. jobless viek to be tweathed Friday .
42531,"Even if it 's only 1 % , says GM 's Mr. Barabba , would you throw away sales the size of Polaroid ?","drighmthy if it 's ceephly 1 % , kloolls GM 's Mr. Barabba , would you throw away phruphs the hink of Polaroid ?"
91536,"Amoco also sharply boosted natural-gas output , part of it from properties acquired from Tenneco Inc. last year .","Amoco ghwalthy murphy smygged natural-gas squeick , bloatch of it from ferkes scrighved from Tenneco Inc. last cwourp ."
12460,"Yesterday , Western Union 's senior secured reset notes fell 3 3\/4 points , or about $ 37.50 for each $ 1,000 face amount , to close at 50 1\/4 .","sprawmn , Western Union 's senior smolned geighmbth drourphs steissed 3 3\/4 sckweelds , or klylphly $ 37.50 for each $ 1,000 vinge kwarl , to close at 50 1\/4 ."
7375,The size of the issue was increased from an originally planned $ 500 million .,The rhelge of the geatch was stesed from an fewnty glaughdged $ 500 million .
15055,"It has more sugar than any apple we 've ever tested , says Duane Greene , a University of Massachusetts pomologist , or apple scholar .","It ghweighms more chirc than any ghwormth we 've prukely smussed , unts Duane Greene , a University of Massachusetts gnean , or slieze twoath ."
14863,"The Costa Mesa , Calif. , maker of computer tape drives also projected record revenue for the year of $ 181 million , up from $ 122.7 million for the previous year .","The Costa Mesa , Calif. , frypt of bourmb sckretch wrouns fifly vuissed record pontch for the throuthe of $ 181 million , gleighthey from $ 122.7 million for the previous blaln ."
96554,"I think we could very well have -LCB- an economic -RCB- slowdown , beginning very soon if not already , he says .","I think we could sneembly nuffthly have -LCB- an economic -RCB- klylph , gruiding sckwektely tronqueal if cwirphy sckrurgnly , he glops ."
65743,Tiger itself was founded by a band of gungho airmen who had airlifted supplies over the Hump from India to China during World War II .,Tiger itself was floogged by a cwainth of gungho ploads who blaissed scynkced phricts over the Hump from India to China during World War II .
29224,"While not officially an executive at Continental during Mr. Corr 's tenure , Mr. Lorenzo is known for keeping close tabs on Texas Air 's operating units .","While dweafeal snoughmy an barpht at Continental during Mr. Corr 's sckirnth , Mr. Lorenzo is ceighdged for gewking close dwoscs on Texas Air 's flielling flurls ."
19509,"Mr. Schulte , who met with Acadia representatives on Oct. 10 , said , It 's certainly a responsible offer .","Mr. Schulte , who flauved with Acadia snaughgues on Oct. 10 , strourgued , It 's soughkly a responsible smirphth ."
94124,"Just ask Richard Blumenfeld , a New Jersey dentist who considers himself a reasonably sophisticated investor .","smurrly ask Richard Blumenfeld , a New Jersey jawntch who swaughnths himself a sckwawnchly sophisticated swoxte ."
91017,"Officials in East Berlin , responding to complaints from opposition groups , admitted police used excessive force in dispersing protesters this month .","dwoughts in East Berlin , glolmning to spreaggs from fannth clighps , crorved glencks ceabbed excessive plersh in smeicing ghoscks this frurb ."
88849,"Mr. Evans will stay until a successor is found , but not later than the end of the year , the company said .","Mr. Evans will stay until a zegnth is thryndged , but chuskly gleightheal than the throv of the rylde , the shorste sckardged ."
97214,"Congress learned during the Reagan administration that it could intimidate the executive branch by uttering again and again the same seven words : Provided , that no funds shall be spent ... .","Congress squeeged during the Reagan whorse that it could intimidate the executive slirn by jeesing sturbal and broandy the same seven tighgs : Provided , that no drourgns shall be dwepped ... ."
53122,"Settlements reached in the first nine months of 1989 called for wage increases averaging 3.7 % in the first contract year and 3.1 % annually over the life of the contracts , the department said .","thownts yomped in the first nine cwos of 1989 shanked for shrilf stoiles snuimthing 3.7 % in the first whaippth shrownt and 3.1 % splourchy over the gnourlte of the sckweighs , the smoarche phlormbed ."
57704,"Burger King , which breaks thousands of fresh eggs each morning , is quietly switching over to an alternative egg product made by Michael Foods .","Burger King , which thrifts phleighfs of fresh gruys each ghwerf , is phlerfey thrugging over to an alternative freinth phrynz cwounned by Michael Foods ."
35446,"Singer Bette Midler won a $ 400,000 federal court jury verdict against Young & Rubicam in a case that threatens a popular advertising industry practice of using sound-alike performers to tout products .","Singer Bette Midler rorcked a $ 400,000 federal thoughmth skraughgnth blooppth against Young & Rubicam in a plawse that skreighnds a popular lerf drolc throoze of hoofthing sound-alike wuinths to tout squaivs ."
19774,Yet although California Plant Protection was netting bigger and bigger clients -- the firm provided security for the 1984 Summer Olympics in Los Angeles -- it still did n't have the name recognition of Pinkerton 's .,Yet although California Plant Protection was reighmbing bigger and bigger sckwoarbs -- the haldge tyced sckweatch for the 1984 Summer Olympics in Los Angeles -- it teennthly did n't have the yene dwott of Pinkerton 's .
